Model, ProductionYear,NumberofEngines,EngineType,Capacity,Range(km),FuelConsumption(L/h),HourlyMaintenance($),Age,SalesRegion,Price($)
Cessna 172,1996,1,Piston,4,1285,23.03,3093.43,27,North America,182223.05
Airbus A320,2009,2,Turbofan,180,6300,4.22,3089.23,14,Asia,113459699.1
Airbus A350,2004,2,Turbofan,350,14800,10.97,2828.37,19,Asia,444658362.79
Cessna 172,2008,1,Piston,4,1285,45.9,3424.2,15,Australia,292254.72
Boeing 777,2006,2,Turbofan,396,15600,10.78,3337.94,17,North America,523804865.68
Airbus A350,2009,2,Turbofan,350,14800,10.96,2846.73,14,Europe,489120027.98
Bombardier CRJ200,2004,2,Turbofan,50,3000,5.19,3490.49,19,Europe,14313413.98
Airbus A350,2015,2,Turbofan,350,14800,8.39,2553.42,8,Asia,779598849.92
Boeing 777,2022,2,Turbofan,396,15600,14.87,632.54,1,North America,734793796.8
Bombardier CRJ200,1985,2,Turbofan,50,3000,7.53,3723.4,38,South America,10616036.37
Boeing 777,2013,2,Turbofan,396,15600,6.94,1532.65,10,Australia,708432108.42
Cessna 172,2016,1,Piston,4,1285,36.87,3168.15,7,Asia,401382.55
Boeing 737,1989,2,Turbofan,162,5700,10.28,1484.41,34,Africa,65792856.99
Airbus A350,1990,2,Turbofan,350,14800,9.12,955.01,33,South America,320603952.72
Boeing 737,1980,2,Turbofan,162,5700,12.75,2262.62,43,South America,66067623.54
Boeing 777,2001,2,Turbofan,396,15600,7.65,1167.84,22,Asia,445611868.66
Bombardier CRJ200,2009,2,Turbofan,50,3000,12.75,3763.1,14,Australia,18709620.34
Cessna 172,2004,1,Piston,4,1285,18.73,1416.98,19,Asia,286067.14
Boeing 777,1995,2,Turbofan,396,15600,6.19,770.82,28,North America,429864318.51
Airbus A350,2007,2,Turbofan,350,14800,12.78,2293.4,16,Asia,544120751.01
Boeing 777,1982,2,Turbofan,396,15600,12.15,4984.73,41,Europe,392140178.11
Bombardier CRJ200,1995,2,Turbofan,50,3000,7.09,3498.74,28,Africa,12219977.15
Boeing 777,2007,2,Turbofan,396,15600,6.56,2127.67,16,South America,502279258.22
Cessna 172,1995,1,Piston,4,1285,28.55,3594.69,28,Europe,201207.09
Boeing 737,2005,2,Turbofan,162,5700,8.0,1178.89,18,Africa,92985898.96
Bombardier CRJ200,2008,2,Turbofan,50,3000,12.42,4779.56,15,Australia,16105036.49
Airbus A320,1981,2,Turbofan,180,6300,3.61,4675.06,42,Africa,68322919.75
Airbus A350,1987,2,Turbofan,350,14800,5.41,1642.78,36,South America,301434740.74
Airbus A320,1991,2,Turbofan,180,6300,10.18,859.42,32,Australia,90215248.58
Airbus A320,2006,2,Turbofan,180,6300,9.88,945.85,17,Africa,75807839.45
Airbus A350,2016,2,Turbofan,350,14800,10.31,803.73,7,Australia,829726293.84
Boeing 777,1985,2,Turbofan,396,15600,7.34,2440.94,38,South America,463360222.49
Boeing 737,2012,2,Turbofan,162,5700,3.63,567.65,11,Africa,113865937.73
Cessna 172,2021,1,Piston,4,1285,37.12,1564.33,2,South America,472261.93
Airbus A350,2001,2,Turbofan,350,14800,13.09,3832.74,22,Europe,435750166.89
Cessna 172,2001,1,Piston,4,1285,23.8,2195.67,22,Australia,227133.72
Cessna 172,1982,1,Piston,4,1285,17.77,2575.28,41,Africa,227456.07
Airbus A350,1993,2,Turbofan,350,14800,7.3,4612.28,30,South America,397435634.48
Airbus A350,1993,2,Turbofan,350,14800,14.27,1600.9,30,North America,334704121.79
Bombardier CRJ200,1990,2,Turbofan,50,3000,10.64,2154.28,33,Australia,13393879.13
Cessna 172,2019,1,Piston,4,1285,41.52,4536.15,4,South America,371578.3
Airbus A350,2005,2,Turbofan,350,14800,3.32,4318.25,18,Asia,485987167.02
Bombardier CRJ200,2000,2,Turbofan,50,3000,10.9,4411.48,23,Australia,13920614.4
Boeing 777,1981,2,Turbofan,396,15600,9.92,1408.31,42,Australia,408307493.19
Bombardier CRJ200,1999,2,Turbofan,50,3000,3.97,2340.51,24,South America,11849892.18
Airbus A320,1988,2,Turbofan,180,6300,13.71,4906.53,35,Asia,79796699.73
Bombardier CRJ200,2009,2,Turbofan,50,3000,10.52,3613.92,14,Asia,17822134.94
Boeing 777,2021,2,Turbofan,396,15600,13.71,977.42,2,South America,789025305.93
Airbus A350,1984,2,Turbofan,350,14800,9.19,4672.92,39,South America,391569223.64
Airbus A350,2023,2,Turbofan,350,14800,14.58,2514.39,0,Australia,904876723.48
Airbus A350,1981,2,Turbofan,350,14800,10.27,2178.78,42,Africa,351981192.18
Airbus A350,1993,2,Turbofan,350,14800,10.12,3740.45,30,Europe,301307587.07
Boeing 737,1984,2,Turbofan,162,5700,13.81,3397.31,39,Africa,64341501.52
Airbus A320,2016,2,Turbofan,180,6300,3.74,531.11,7,Australia,139877472.73
Boeing 737,2010,2,Turbofan,162,5700,8.0,3122.66,13,Europe,95199806.29
Cessna 172,2017,1,Piston,4,1285,16.44,4065.54,6,Europe,351785.89
Cessna 172,2019,1,Piston,4,1285,24.85,1843.06,4,Asia,303721.23
Bombardier CRJ200,2016,2,Turbofan,50,3000,4.57,851.47,7,South America,23036076.62
Airbus A320,2011,2,Turbofan,180,6300,6.51,1321.24,12,Asia,111880178.58
Cessna 172,1989,1,Piston,4,1285,32.28,792.14,34,Africa,234908.16
Bombardier CRJ200,2000,2,Turbofan,50,3000,5.71,4186.02,23,Europe,13434889.48
Airbus A320,2009,2,Turbofan,180,6300,4.03,1116.29,14,Asia,112929224.56
Airbus A350,1980,2,Turbofan,350,14800,3.78,691.57,43,South America,373116865.27
Airbus A350,1999,2,Turbofan,350,14800,4.7,2686.1,24,South America,399659662.97
Boeing 777,1990,2,Turbofan,396,15600,8.02,3256.84,33,Africa,450600856.4
Cessna 172,1998,1,Piston,4,1285,33.58,1652.28,25,Europe,195639.4
Boeing 737,1993,2,Turbofan,162,5700,12.92,2772.25,30,Australia,72477346.62
Bombardier CRJ200,2017,2,Turbofan,50,3000,9.09,1169.07,6,South America,24060330.11
Bombardier CRJ200,2022,2,Turbofan,50,3000,10.72,584.65,1,Europe,21329251.64
Boeing 737,2023,2,Turbofan,162,5700,2.84,963.04,0,Europe,137640857.72
Boeing 777,1999,2,Turbofan,396,15600,8.76,4527.21,24,Australia,469388825.0
Bombardier CRJ200,2018,2,Turbofan,50,3000,11.19,2885.11,5,Australia,21353981.5
Boeing 737,1987,2,Turbofan,162,5700,5.09,1535.21,36,North America,63035478.6
Boeing 777,2016,2,Turbofan,396,15600,14.27,2010.46,7,South America,706239433.05
Airbus A350,2008,2,Turbofan,350,14800,8.05,4465.1,15,Asia,443581206.24
Airbus A350,2018,2,Turbofan,350,14800,3.75,2774.3,5,Europe,545879403.45
Boeing 737,2019,2,Turbofan,162,5700,13.53,2082.6,4,North America,101522549.99
Cessna 172,2008,1,Piston,4,1285,48.89,766.86,15,Europe,353695.09
Boeing 737,2003,2,Turbofan,162,5700,10.5,1342.1,20,North America,79444796.5
Cessna 172,2013,1,Piston,4,1285,15.58,4468.81,10,Europe,328754.63
Boeing 777,1994,2,Turbofan,396,15600,3.44,1227.77,29,South America,368452592.06
Cessna 172,1997,1,Piston,4,1285,18.55,3552.44,26,Australia,232176.23
Airbus A320,1983,2,Turbofan,180,6300,3.55,3434.11,40,Australia,81486955.76
Airbus A320,2023,2,Turbofan,180,6300,7.12,3081.1,0,Australia,136376869.76
Boeing 737,2009,2,Turbofan,162,5700,11.65,4682.45,14,Australia,81143025.28
Cessna 172,1987,1,Piston,4,1285,29.04,1102.32,36,Africa,237921.21
Airbus A350,2012,2,Turbofan,350,14800,4.77,2656.88,11,Asia,482891493.91
Airbus A350,2020,2,Turbofan,350,14800,6.34,3471.85,3,Africa,617485295.13
Bombardier CRJ200,1997,2,Turbofan,50,3000,10.68,3650.94,26,Australia,13955110.29
Airbus A320,2023,2,Turbofan,180,6300,11.16,2789.66,0,Asia,140846189.93
Boeing 777,2021,2,Turbofan,396,15600,5.2,1319.48,2,South America,755491976.9
Cessna 172,1983,1,Piston,4,1285,38.46,784.53,40,Asia,197626.57
Airbus A350,2021,2,Turbofan,350,14800,10.89,4189.81,2,North America,697305146.9
Cessna 172,2022,1,Piston,4,1285,19.9,2535.01,1,Europe,412934.52
Bombardier CRJ200,2012,2,Turbofan,50,3000,4.45,4483.61,11,Asia,16609487.03
Boeing 777,1980,2,Turbofan,396,15600,14.5,3058.97,43,Europe,362555942.88
Airbus A350,1982,2,Turbofan,350,14800,12.72,3723.68,41,Asia,447227697.78
Airbus A350,1983,2,Turbofan,350,14800,13.33,3157.32,40,South America,420207604.36
Airbus A320,2006,2,Turbofan,180,6300,8.52,4784.09,17,Australia,104024584.54
Boeing 777,1982,2,Turbofan,396,15600,9.92,3222.51,41,Africa,421151282.24
Boeing 737,1993,2,Turbofan,162,5700,11.53,622.53,30,Asia,66738129.65
Cessna 172,2020,1,Piston,4,1285,38.02,4027.17,3,South America,453936.31
Boeing 737,2013,2,Turbofan,162,5700,4.98,4703.03,10,Australia,99133390.25
Boeing 737,2009,2,Turbofan,162,5700,12.46,3106.38,14,Europe,97330347.61
Airbus A350,1989,2,Turbofan,350,14800,11.41,584.11,34,South America,423768753.46
Airbus A320,2018,2,Turbofan,180,6300,11.4,3979.59,5,Africa,135556799.89
Cessna 172,1991,1,Piston,4,1285,40.83,4971.88,32,Australia,245720.53
Boeing 777,1999,2,Turbofan,396,15600,14.14,3104.06,24,South America,459011699.7
Boeing 777,1981,2,Turbofan,396,15600,5.26,1979.19,42,Australia,500467971.96
Boeing 737,2009,2,Turbofan,162,5700,9.51,2805.62,14,Europe,93126209.37
Cessna 172,2012,1,Piston,4,1285,31.06,3007.73,11,Australia,329527.52
Cessna 172,2001,1,Piston,4,1285,12.32,2460.37,22,South America,230951.07
Airbus A320,2021,2,Turbofan,180,6300,9.9,3391.07,2,Australia,161478993.12
Airbus A350,2020,2,Turbofan,350,14800,8.83,3130.19,3,North America,659724896.41
Boeing 737,1984,2,Turbofan,162,5700,12.26,2858.85,39,Africa,58163753.6
Cessna 172,1980,1,Piston,4,1285,18.16,2443.95,43,Africa,219164.86
Cessna 172,2023,1,Piston,4,1285,15.01,2405.03,0,Asia,399781.97
Bombardier CRJ200,2018,2,Turbofan,50,3000,4.7,3535.1,5,Africa,17510140.17
Boeing 737,1990,2,Turbofan,162,5700,4.97,4692.61,33,Africa,64033559.11
Airbus A350,2005,2,Turbofan,350,14800,14.47,2389.63,18,Europe,528664310.11
Boeing 737,2015,2,Turbofan,162,5700,3.44,1925.27,8,Asia,92000464.24
Cessna 172,1988,1,Piston,4,1285,46.64,3323.96,35,Asia,259505.43
Airbus A320,2019,2,Turbofan,180,6300,7.4,3240.04,4,Asia,132565823.52
Airbus A350,1983,2,Turbofan,350,14800,5.37,3267.03,40,Australia,335878999.53
Airbus A320,2006,2,Turbofan,180,6300,6.53,4388.04,17,Europe,82032054.07
Bombardier CRJ200,1996,2,Turbofan,50,3000,4.77,3358.12,27,North America,12996157.75
Boeing 777,1993,2,Turbofan,396,15600,8.01,3930.39,30,North America,347020841.62
Cessna 172,2004,1,Piston,4,1285,46.41,2007.95,19,Australia,275994.64
Bombardier CRJ200,1991,2,Turbofan,50,3000,10.97,3605.77,32,Australia,11247544.56
Boeing 777,2001,2,Turbofan,396,15600,11.47,4709.39,22,South America,400815020.41
Bombardier CRJ200,2011,2,Turbofan,50,3000,2.4,2260.0,12,Asia,15872472.34
Boeing 737,1991,2,Turbofan,162,5700,2.96,4610.8,32,Asia,70203129.88
Bombardier CRJ200,1998,2,Turbofan,50,3000,9.19,4296.72,25,Australia,13188831.51
Bombardier CRJ200,1989,2,Turbofan,50,3000,5.94,3763.69,34,North America,11120557.33
Airbus A320,2022,2,Turbofan,180,6300,4.12,4562.77,1,North America,172627395.35
Airbus A320,2006,2,Turbofan,180,6300,8.48,1920.91,17,South America,110988799.15
Boeing 737,2017,2,Turbofan,162,5700,3.88,1448.23,6,Asia,120730861.02
Airbus A320,1994,2,Turbofan,180,6300,8.29,1867.86,29,Africa,59830639.03
Boeing 777,1995,2,Turbofan,396,15600,7.56,3483.91,28,Asia,449330936.25
Airbus A320,2015,2,Turbofan,180,6300,5.39,4758.48,8,North America,149687050.8
Cessna 172,2008,1,Piston,4,1285,26.47,1767.09,15,Africa,346069.62
Bombardier CRJ200,1983,2,Turbofan,50,3000,4.24,2144.63,40,Europe,9209325.1
Cessna 172,2004,1,Piston,4,1285,28.0,1302.43,19,Australia,252391.44
Airbus A350,1980,2,Turbofan,350,14800,3.71,2398.3,43,Europe,385581636.07
Boeing 777,1995,2,Turbofan,396,15600,14.24,3679.61,28,Africa,362163401.1
Boeing 777,1988,2,Turbofan,396,15600,3.53,891.52,35,Australia,399444891.73
Boeing 777,1982,2,Turbofan,396,15600,7.25,3302.36,41,North America,371657970.3
Boeing 777,1994,2,Turbofan,396,15600,10.93,4090.56,29,Australia,394255844.3
Airbus A350,1996,2,Turbofan,350,14800,14.12,585.73,27,South America,366209562.14
Boeing 737,2014,2,Turbofan,162,5700,9.18,1867.78,9,Africa,92473414.24
Boeing 777,1997,2,Turbofan,396,15600,6.16,1185.64,26,Australia,365862802.58
Boeing 737,1995,2,Turbofan,162,5700,14.63,3269.39,28,Africa,72298806.02
Bombardier CRJ200,1997,2,Turbofan,50,3000,12.92,658.68,26,South America,15062064.18
Cessna 172,1989,1,Piston,4,1285,46.25,701.79,34,Asia,186714.11
Boeing 777,2016,2,Turbofan,396,15600,14.93,2532.68,7,Africa,693912280.67
Airbus A350,1995,2,Turbofan,350,14800,5.5,1872.87,28,South America,381267197.6
Boeing 777,1997,2,Turbofan,396,15600,11.96,901.52,26,Australia,359995496.16
Airbus A350,2006,2,Turbofan,350,14800,14.11,4636.51,17,Europe,498419667.86
Airbus A320,1988,2,Turbofan,180,6300,9.44,936.99,35,Europe,70890706.48
Airbus A350,1982,2,Turbofan,350,14800,8.99,4167.41,41,Africa,382033359.36
Airbus A350,2009,2,Turbofan,350,14800,10.19,1744.47,14,South America,553392382.21
Cessna 172,2013,1,Piston,4,1285,25.84,533.35,10,Africa,400695.99
Boeing 777,2017,2,Turbofan,396,15600,12.05,3793.92,6,Asia,625878120.78
Airbus A320,2003,2,Turbofan,180,6300,5.76,3810.99,20,South America,98714103.78
Boeing 777,2016,2,Turbofan,396,15600,2.01,3188.18,7,Africa,813083082.08
Bombardier CRJ200,1991,2,Turbofan,50,3000,14.1,1662.16,32,Europe,11453424.25
Bombardier CRJ200,1983,2,Turbofan,50,3000,3.8,1340.03,40,North America,9969898.51
Airbus A320,2018,2,Turbofan,180,6300,9.2,1439.01,5,South America,137678273.99
Airbus A350,1991,2,Turbofan,350,14800,9.33,1955.34,32,Europe,393771290.14
Airbus A350,2016,2,Turbofan,350,14800,13.84,2105.34,7,South America,628536572.39
Airbus A320,1980,2,Turbofan,180,6300,12.17,2900.25,43,Africa,59832306.58
Airbus A350,2005,2,Turbofan,350,14800,5.11,3037.58,18,Asia,492981760.95
Airbus A350,2016,2,Turbofan,350,14800,2.16,2835.02,7,South America,718674197.94
Airbus A350,1991,2,Turbofan,350,14800,4.57,4013.89,32,Europe,343145861.82
Boeing 777,2004,2,Turbofan,396,15600,8.25,1208.79,19,South America,448975742.36
Cessna 172,2018,1,Piston,4,1285,49.73,1776.6,5,Australia,446290.5
Airbus A320,2017,2,Turbofan,180,6300,7.31,1493.91,6,Australia,164495013.58
Cessna 172,2015,1,Piston,4,1285,40.5,1057.9,8,Europe,401191.56
Airbus A320,2000,2,Turbofan,180,6300,14.85,2172.63,23,South America,77968118.56
Bombardier CRJ200,2010,2,Turbofan,50,3000,2.02,1270.05,13,Africa,18844099.58
Cessna 172,2012,1,Piston,4,1285,13.43,3411.74,11,Africa,337174.44
Bombardier CRJ200,2011,2,Turbofan,50,3000,13.82,2932.16,12,Africa,18532556.27
Cessna 172,1991,1,Piston,4,1285,38.11,3582.48,32,North America,195049.9
Airbus A350,1980,2,Turbofan,350,14800,13.93,4070.68,43,North America,357030703.98
Boeing 737,1995,2,Turbofan,162,5700,10.73,2130.99,28,North America,62670993.85
Cessna 172,1991,1,Piston,4,1285,42.4,1460.55,32,Asia,251699.17
Cessna 172,1996,1,Piston,4,1285,39.96,2073.45,27,South America,215057.27
Airbus A320,1986,2,Turbofan,180,6300,4.23,2472.82,37,North America,80419259.9
Airbus A320,2018,2,Turbofan,180,6300,13.87,2235.72,5,South America,133845683.63
Bombardier CRJ200,1992,2,Turbofan,50,3000,6.53,2931.15,31,South America,11009336.5
Boeing 737,1989,2,Turbofan,162,5700,9.57,3172.05,34,Europe,61165037.96
Airbus A350,1980,2,Turbofan,350,14800,4.62,4099.97,43,Asia,351754409.47
Boeing 737,1984,2,Turbofan,162,5700,7.57,1829.04,39,North America,61639236.96
Boeing 777,1983,2,Turbofan,396,15600,10.49,4838.13,40,Australia,370903058.93
Bombardier CRJ200,2009,2,Turbofan,50,3000,5.34,1150.31,14,Africa,19279452.23
Airbus A320,2019,2,Turbofan,180,6300,9.58,1654.1,4,Australia,157256821.69
Bombardier CRJ200,1984,2,Turbofan,50,3000,6.46,4948.45,39,North America,11589380.74
Bombardier CRJ200,2021,2,Turbofan,50,3000,10.55,3672.77,2,Australia,24668131.74
Airbus A320,1982,2,Turbofan,180,6300,6.77,2064.24,41,North America,71998158.26
Bombardier CRJ200,2016,2,Turbofan,50,3000,13.24,2549.52,7,Asia,19524476.25
Airbus A320,1999,2,Turbofan,180,6300,11.88,3594.2,24,Asia,80418876.75
Boeing 737,1993,2,Turbofan,162,5700,11.67,4346.21,30,South America,64603093.81
Cessna 172,2011,1,Piston,4,1285,17.72,4712.34,12,North America,334639.55
Airbus A320,2020,2,Turbofan,180,6300,14.92,2749.38,3,South America,158416981.37
Airbus A350,1988,2,Turbofan,350,14800,13.33,636.77,35,Asia,385767628.93
Cessna 172,2019,1,Piston,4,1285,16.83,3639.71,4,South America,402932.59
Airbus A350,2021,2,Turbofan,350,14800,7.8,4637.61,2,North America,758554429.98
Bombardier CRJ200,2004,2,Turbofan,50,3000,8.02,4714.82,19,North America,14289525.2
Airbus A320,2022,2,Turbofan,180,6300,6.34,4972.15,1,Australia,147639536.86
Airbus A320,1998,2,Turbofan,180,6300,2.11,1220.24,25,Asia,83078584.75
Boeing 777,2019,2,Turbofan,396,15600,10.22,2903.04,4,Australia,707277833.44
Bombardier CRJ200,1989,2,Turbofan,50,3000,8.67,4650.76,34,Asia,11494578.4
Cessna 172,1991,1,Piston,4,1285,13.15,4896.96,32,Europe,233426.36
Boeing 777,1994,2,Turbofan,396,15600,10.59,3761.73,29,Asia,380055059.39
Cessna 172,2011,1,Piston,4,1285,13.78,1907.73,12,Africa,285108.56
Airbus A350,2018,2,Turbofan,350,14800,14.92,3131.55,5,Asia,781901169.84
Cessna 172,1996,1,Piston,4,1285,15.57,681.41,27,South America,260609.11
Cessna 172,2005,1,Piston,4,1285,49.41,2809.49,18,Europe,263966.49
Cessna 172,2014,1,Piston,4,1285,32.11,2943.52,9,Asia,379373.24
Bombardier CRJ200,2003,2,Turbofan,50,3000,10.94,3584.12,20,Africa,15696017.03
Cessna 172,1988,1,Piston,4,1285,12.55,2694.51,35,Asia,212690.79
Boeing 737,2010,2,Turbofan,162,5700,9.52,1531.58,13,Australia,92483873.74
Boeing 777,1995,2,Turbofan,396,15600,12.6,1980.92,28,Australia,364743315.37
Boeing 737,2008,2,Turbofan,162,5700,10.88,995.59,15,South America,103038153.38
Airbus A350,2006,2,Turbofan,350,14800,9.93,1424.89,17,Asia,407872757.17
Cessna 172,2007,1,Piston,4,1285,12.81,3532.9,16,South America,298055.45
Boeing 777,2010,2,Turbofan,396,15600,9.84,785.99,13,Europe,601910093.93
Bombardier CRJ200,2021,2,Turbofan,50,3000,2.16,3173.05,2,North America,23636923.54
Boeing 737,1999,2,Turbofan,162,5700,14.13,2999.53,24,Europe,65564635.27
Boeing 777,2011,2,Turbofan,396,15600,2.37,3540.4,12,North America,616489403.57
Boeing 737,1990,2,Turbofan,162,5700,3.65,2995.56,33,North America,61031423.72
Airbus A320,1984,2,Turbofan,180,6300,12.53,3263.28,39,Australia,71954897.99
Airbus A320,2010,2,Turbofan,180,6300,14.58,1661.88,13,Australia,125422928.7
Cessna 172,2000,1,Piston,4,1285,22.73,4493.32,23,Africa,222285.8
Boeing 737,1980,2,Turbofan,162,5700,4.36,1385.78,43,Asia,65701797.95
Airbus A350,2011,2,Turbofan,350,14800,13.11,894.74,12,Africa,477282821.19
Airbus A320,2021,2,Turbofan,180,6300,12.43,4318.95,2,Europe,158157142.67
Boeing 737,2011,2,Turbofan,162,5700,10.37,954.28,12,North America,105775728.66
Boeing 737,1994,2,Turbofan,162,5700,4.2,3754.14,29,Africa,69759875.14
Boeing 737,2016,2,Turbofan,162,5700,12.97,1917.89,7,Australia,105919475.93
Airbus A320,1982,2,Turbofan,180,6300,13.18,603.59,41,Europe,82546208.07
Bombardier CRJ200,2001,2,Turbofan,50,3000,6.28,2196.91,22,South America,12185428.28
Bombardier CRJ200,2017,2,Turbofan,50,3000,9.36,2202.2,6,South America,17434468.46
Bombardier CRJ200,1984,2,Turbofan,50,3000,14.63,855.23,39,South America,12489306.13
Airbus A320,2013,2,Turbofan,180,6300,2.64,1494.99,10,Africa,135554032.12
Airbus A320,1993,2,Turbofan,180,6300,6.21,946.94,30,Africa,80185423.24
Boeing 737,1992,2,Turbofan,162,5700,8.82,2459.5,31,North America,63471357.17
Bombardier CRJ200,1991,2,Turbofan,50,3000,4.35,3628.21,32,North America,12135915.29
Boeing 777,1997,2,Turbofan,396,15600,14.16,1743.15,26,Africa,427480234.26
Boeing 777,2015,2,Turbofan,396,15600,8.29,3314.53,8,South America,770460292.15
Boeing 737,1997,2,Turbofan,162,5700,13.24,1195.42,26,Africa,66604186.73
Airbus A350,1981,2,Turbofan,350,14800,9.37,4817.78,42,Africa,403100920.82
Bombardier CRJ200,2014,2,Turbofan,50,3000,14.91,2186.65,9,Africa,20632402.49
Airbus A320,1994,2,Turbofan,180,6300,7.51,3562.26,29,North America,80290158.6
Boeing 737,1980,2,Turbofan,162,5700,12.35,1002.39,43,Australia,76240069.59
Airbus A350,2006,2,Turbofan,350,14800,12.35,3039.69,17,North America,498014939.18
Boeing 737,2018,2,Turbofan,162,5700,14.85,3949.81,5,Asia,100516044.17
Airbus A350,2020,2,Turbofan,350,14800,13.24,4479.79,3,Asia,746167296.7
Bombardier CRJ200,2015,2,Turbofan,50,3000,4.58,1261.77,8,North America,19285270.56
Boeing 737,2010,2,Turbofan,162,5700,13.15,995.53,13,Australia,98043816.03
Airbus A320,2022,2,Turbofan,180,6300,7.44,4460.81,1,Europe,130005841.59
Cessna 172,2017,1,Piston,4,1285,16.66,2958.29,6,North America,352366.62
Boeing 737,1997,2,Turbofan,162,5700,9.67,2344.63,26,North America,60897899.57
Airbus A350,1992,2,Turbofan,350,14800,13.0,1778.09,31,North America,352670699.19
Boeing 737,2018,2,Turbofan,162,5700,13.92,2274.04,5,Asia,101530405.7
Cessna 172,2002,1,Piston,4,1285,11.62,3464.77,21,South America,243672.31
Boeing 737,2002,2,Turbofan,162,5700,6.09,4270.28,21,North America,58885561.09
Cessna 172,1985,1,Piston,4,1285,23.17,2194.42,38,Australia,204580.81
Bombardier CRJ200,1986,2,Turbofan,50,3000,8.38,1081.86,37,North America,11198809.72
Airbus A350,1996,2,Turbofan,350,14800,3.31,4694.75,27,North America,357876036.12
Bombardier CRJ200,2019,2,Turbofan,50,3000,10.34,3969.04,4,Africa,22111365.75
Bombardier CRJ200,2003,2,Turbofan,50,3000,8.14,3648.64,20,Europe,14223522.26
Cessna 172,2022,1,Piston,4,1285,37.81,2813.38,1,Asia,453572.57
Airbus A350,1983,2,Turbofan,350,14800,4.46,2842.52,40,Australia,349544026.06
Airbus A350,2010,2,Turbofan,350,14800,9.92,2446.76,13,Asia,535906435.38
Boeing 737,1998,2,Turbofan,162,5700,10.2,1033.38,25,Asia,61507336.17
Cessna 172,1995,1,Piston,4,1285,45.72,1499.15,28,Asia,229618.78
Bombardier CRJ200,1999,2,Turbofan,50,3000,3.37,3613.75,24,North America,14702512.98
Boeing 777,1987,2,Turbofan,396,15600,10.04,3084.73,36,South America,361744777.36
Boeing 777,1981,2,Turbofan,396,15600,12.37,3052.11,42,Europe,444142671.31
Cessna 172,2014,1,Piston,4,1285,25.6,4959.86,9,Europe,315113.76
Airbus A320,1985,2,Turbofan,180,6300,5.2,4059.72,38,South America,80679117.0
Boeing 737,2023,2,Turbofan,162,5700,4.83,616.72,0,Europe,125036228.61
Cessna 172,2004,1,Piston,4,1285,26.07,2673.14,19,Africa,233878.52
Airbus A320,1982,2,Turbofan,180,6300,6.8,817.46,41,Europe,82228226.81
Cessna 172,2003,1,Piston,4,1285,32.48,2859.6,20,South America,283518.64
Cessna 172,2005,1,Piston,4,1285,40.58,1605.88,18,Australia,333776.7
Boeing 777,2020,2,Turbofan,396,15600,4.58,895.01,3,Australia,681085922.14
Bombardier CRJ200,1981,2,Turbofan,50,3000,6.25,2720.63,42,Australia,13240120.08
Airbus A350,2014,2,Turbofan,350,14800,6.51,2781.42,9,South America,662748509.23
Boeing 737,1989,2,Turbofan,162,5700,9.36,3370.71,34,Africa,65232888.3
Boeing 777,1990,2,Turbofan,396,15600,8.45,3061.53,33,South America,406036149.13
Bombardier CRJ200,2001,2,Turbofan,50,3000,2.14,4319.93,22,Asia,14807650.83
Airbus A350,1998,2,Turbofan,350,14800,3.56,4411.74,25,Australia,349565626.88
Airbus A350,2018,2,Turbofan,350,14800,10.17,3564.83,5,Europe,778691216.39
Airbus A320,1995,2,Turbofan,180,6300,8.69,1235.28,28,North America,81968563.47
Bombardier CRJ200,2006,2,Turbofan,50,3000,3.06,3821.01,17,Europe,13234120.12
Airbus A320,1983,2,Turbofan,180,6300,10.03,2820.93,40,Europe,79454277.47
Cessna 172,2009,1,Piston,4,1285,17.3,2841.36,14,North America,305790.32
Boeing 777,1981,2,Turbofan,396,15600,9.04,985.05,42,South America,350398072.92
Cessna 172,1983,1,Piston,4,1285,32.66,638.14,40,Africa,203410.17
Airbus A350,1982,2,Turbofan,350,14800,3.84,3193.7,41,South America,392379400.99
Bombardier CRJ200,2018,2,Turbofan,50,3000,13.55,4902.33,5,South America,21998640.57
Airbus A350,1982,2,Turbofan,350,14800,4.72,4131.85,41,South America,365222482.32
Airbus A320,1982,2,Turbofan,180,6300,13.06,3288.34,41,Australia,69043089.0
Bombardier CRJ200,1987,2,Turbofan,50,3000,8.24,1543.83,36,South America,11175581.21
Bombardier CRJ200,2019,2,Turbofan,50,3000,4.93,2543.87,4,Asia,26702849.3
Cessna 172,2020,1,Piston,4,1285,29.01,4939.97,3,North America,341608.5
Airbus A320,1985,2,Turbofan,180,6300,5.32,2813.62,38,Asia,79725709.95
Airbus A320,2023,2,Turbofan,180,6300,5.58,1410.51,0,Europe,169805096.43
Airbus A350,2004,2,Turbofan,350,14800,2.56,683.18,19,Asia,450795168.6
Boeing 737,2001,2,Turbofan,162,5700,3.65,4486.43,22,South America,74441786.43
Boeing 777,2015,2,Turbofan,396,15600,10.68,2030.59,8,North America,701788525.01
Cessna 172,1983,1,Piston,4,1285,46.19,2782.62,40,North America,205620.82
Airbus A320,2005,2,Turbofan,180,6300,11.13,1363.81,18,Europe,88774688.31
Airbus A320,2022,2,Turbofan,180,6300,9.12,3552.47,1,Asia,168638465.44
Boeing 737,2018,2,Turbofan,162,5700,5.11,3993.99,5,Australia,130121512.13
Airbus A350,1982,2,Turbofan,350,14800,3.97,2430.11,41,North America,437146931.75
Airbus A350,2023,2,Turbofan,350,14800,11.22,3611.26,0,Australia,699371063.43
